100
12	57
15	74
20	73
18	24
12	94
20	24
24	70
8	78
4	8
5	32
8	43
11	27
27	88
8	7
8	32
22	79
30	88
24	39
11	23
4	92
26	3
27	31
12	36
19	8
13	5
29	32
20	11
30	36
8	57
2	95
20	15
25	79
12	80
30	62
12	83
5	70
26	71
2	9
26	60
6	100
27	55
11	16
5	41
23	15
9	44
19	89
30	86
9	11
15	88
3	19
11	29
10	8
30	91
26	57
23	32
17	71
28	39
26	54
29	40
28	80
3	29
20	44
6	38
4	30
28	78
30	100
27	39
27	6
12	22
4	36
15	70
6	94
9	43
20	39
2	19
28	16
9	89
19	64
29	12
26	56
12	45
25	48
26	13
25	69
26	18
24	43
10	9
28	100
13	87
8	84
18	8
1	56
6	9
2	74
2	17
21	13
13	87
12	100
19	16
28	85
26	71
9	25
11	66
14	33
15	13
28	62
10	70
19	68
8	92
3	2
30	74
6	73
22	78
12	11
15	40
17	30
22	25
14	45
22	29
9	46
2	49
29	13
18	28
2	96
21	25
19	31
20	14
3	61
11	26
13	36
7	69
5	79
15	71
15	39
21	3
4	44
21	43
17	69
12	88
26	44
14	64
14	65
7	28
6	20
14	100
27	70
1	71
10	65
3	26
5	96
9	39
29	31
3	95
29	6
25	66
29	50
29	75
25	58
12	92
29	55
1	35
7	11
17	28
8	2
16	82
27	34
20	35
6	4
10	15
11	16
12	10
25	13
14	31
30	37
2	50
4	13
14	72
3	40
9	50
11	56
22	37
9	3
24	5
9	5
11	19
20	2
28	36
24	63
17	35
20	88
4	43
20	19
24	75
1	64
24	51
10	7
10	60
10	63
16	20
27	38
28	38
2	18
13	57
12	91
24	31
9	79
15	30
28	90
4	8
16	28
30	77
26	1
18	47
25	56
6	33
13	4
20	36
21	95
23	4
15	88
25	63
26	11
5	63
23	48
12	58
27	32
16	13
12	73
19	47
28	25
19	73
20	1
8	52
25	52
25	31
29	41
16	57
12	90
9	56
27	93
3	64
24	50
16	7
12	86
3	2
20	84
4	41
14	33
2	30
17	47
30	27
7	5
23	90
4	54
5	83
6	9
16	69
8	73
17	32
18	80
13	20
25	58
30	50
2	52
21	78
20	42
25	36
27	39
6	92
2	22
6	37
1	71
27	40
5	84
3	53
25	7
14	81
6	83
10	58
6	60
17	35
11	91
21	99
20	48
13	73
11	20
20	3
1	18
3	37
13	17
11	67
4	64
9	39
7	28
8	32
9	35
7	92
5	89
2	6
28	36
29	8
16	40
11	98
17	5
4	62
1	75
28	96
8	27
5	36
16	82
10	97
6	86
20	93
26	81
10	13
19	80
22	24
9	82
3	28
28	6
9	59
12	68
24	70
26	40
17	4
2	76
20	89
3	91
23	38
21	83
12	91
2	74
4	81
27	38
20	45
4	48
15	75
17	60
26	13
20	5
16	73
30	67
11	93
27	94
22	79
28	36
10	89
21	35
1	19
3	80
3	68
9	69
4	46
9	90
30	28
4	77
10	25
3	12
19	51
7	3
29	84
28	50
3	50
27	93
18	9
15	83
18	55
21	21
2	31
12	61
18	55
7	9
2	31
1	100
21	29
22	10
3	91
11	85
20	47
29	60
27	5
12	34
20	44
5	11
15	16
14	84
23	60
13	54
21	65
5	23
3	59
14	5
29	95
1	41
1	22
10	48
26	93
3	37
6	87
20	10
15	23
14	77
14	38
22	76
22	86
29	46
6	82
21	45
6	43
15	69
4	36
18	42
28	100
28	63
27	77
15	93
19	70
9	85
7	2
20	8
9	58
5	35
22	7
11	19
30	67
17	65
2	54
16	29
24	36
23	92
22	19
14	63
18	4
19	94
5	58
13	95
18	58
19	59
4	59
27	65
15	64
20	78
9	87
28	74
2	1
27	86
11	52
10	59
15	98
14	11
5	57
16	74
6	34
