100
9	45
24	19
16	29
24	72
4	62
24	95
26	79
30	8
13	65
28	61
16	46
13	78
25	12
12	10
6	85
23	66
29	6
16	47
27	69
8	2
30	13
6	87
23	37
15	98
3	14
18	68
19	60
15	43
3	36
24	99
2	77
6	1
24	52
7	20
30	16
3	2
20	68
8	23
26	34
10	9
17	77
16	5
19	73
9	11
10	55
21	32
11	77
12	64
18	30
16	99
7	8
30	76
18	88
8	83
21	69
11	68
28	19
4	86
11	75
28	50
29	61
23	11
29	16
26	16
27	61
16	93
21	66
21	48
23	18
12	25
29	25
4	36
3	20
11	85
4	20
16	74
10	19
24	68
4	9
15	31
22	1
3	42
16	95
11	70
5	74
4	3
28	90
28	92
29	10
26	2
21	62
17	61
20	10
30	65
20	15
15	91
7	70
14	84
24	76
13	28
30	98
22	99
7	19
11	95
10	66
28	61
9	74
1	58
23	52
13	5
6	69
15	84
28	31
17	54
6	71
3	7
29	15
16	7
5	96
2	65
23	1
15	92
5	97
21	9
28	75
23	66
14	60
29	33
12	68
8	99
28	71
6	58
5	11
15	69
8	18
15	70
28	9
23	44
27	14
13	57
8	17
12	31
18	22
16	21
9	53
30	79
3	25
16	59
17	100
8	44
7	12
15	87
13	78
20	29
21	34
17	78
13	58
11	82
22	76
13	72
18	22
20	51
8	86
11	84
27	88
17	6
2	91
22	76
30	21
6	10
27	93
10	9
12	100
30	33
15	92
17	54
15	6
6	62
3	17
15	32
26	23
17	7
16	28
24	85
10	90
27	58
22	86
6	83
25	8
28	11
9	24
16	16
11	72
7	76
30	74
27	95
6	43
14	13
12	87
20	73
