100
17	34
10	84
21	53
21	15
11	98
20	32
17	90
19	59
15	32
12	30
8	74
21	58
24	67
26	29
13	38
14	51
1	65
26	73
19	7
17	52
26	18
23	52
7	63
3	23
4	46
14	93
20	85
22	83
21	37
11	45
14	6
7	96
30	33
18	91
19	54
2	46
2	24
17	30
19	11
5	32
17	8
17	76
22	78
18	95
25	21
21	40
6	38
28	96
30	55
16	60
11	79
15	84
24	53
25	92
4	69
26	20
9	52
25	72
19	4
18	95
24	9
5	50
28	74
27	19
8	34
28	40
12	34
5	65
18	92
9	1
12	84
2	40
15	18
12	63
22	81
30	97
21	96
28	38
19	46
6	48
19	85
28	42
20	14
19	8
7	67
20	69
30	32
8	36
9	71
30	22
24	59
29	44
24	68
2	22
4	89
30	44
24	9
6	43
4	44
12	31
12	62
29	11
23	58
8	93
9	47
15	32
6	85
15	59
14	8
3	17
7	2
1	22
12	46
26	35
21	18
25	2
9	63
4	23
21	61
15	1
17	81
14	64
17	10
5	21
20	7
17	66
30	49
9	21
6	54
17	86
3	72
19	53
26	54
25	58
16	42
28	25
22	93
8	39
23	62
1	24
10	47
29	79
18	79
11	93
24	58
11	7
1	69
21	66
5	86
4	40
17	33
14	100
26	52
30	80
25	100
13	85
17	43
5	94
23	18
18	56
5	68
4	7
27	25
22	11
2	95
12	88
10	66
9	5
17	29
6	33
8	90
29	26
12	36
19	4
3	9
11	79
26	25
25	64
9	56
6	10
3	28
19	82
13	87
8	61
5	25
15	43
14	14
28	45
9	39
20	53
29	10
1	74
6	67
8	86
2	63
7	76
22	95
29	34
14	98
16	100
2	91
14	35
14	14
1	4
4	82
16	2
12	86
25	29
2	64
15	25
7	61
13	68
8	61
24	93
9	99
22	80
9	38
17	44
1	97
27	6
29	54
27	22
11	81
2	94
7	16
21	23
29	23
2	88
5	47
10	93
26	23
15	86
12	43
2	62
9	80
7	69
24	25
22	76
16	44
30	2
1	40
26	39
14	69
18	48
6	9
1	13
12	17
10	43
29	83
27	49
23	75
20	48
20	63
25	57
18	44
10	69
5	37
9	48
15	37
6	72
15	88
4	28
4	86
3	14
8	79
14	82
15	83
21	4
6	56
30	55
9	69
3	86
5	34
23	62
22	28
23	18
25	69
8	70
24	20
13	73
30	97
7	54
21	87
18	28
12	69
3	93
18	57
18	94
30	10
25	63
30	40
11	56
28	78
6	13
19	60
27	98
28	43
1	39
30	60
6	23
19	100
7	66
27	44
11	98
26	66
1	47
15	93
2	64
12	79
8	70
9	64
17	46
7	69
16	88
19	54
22	57
13	29
4	61
14	84
19	81
11	71
17	57
5	29
12	36
17	99
7	97
23	75
23	21
23	78
10	23
21	21
9	36
21	4
26	25
10	6
5	40
8	84
29	94
2	20
19	70
29	37
27	33
1	61
3	6
18	64
18	21
4	59
18	37
14	55
13	53
3	69
13	40
22	93
6	15
12	14
25	30
3	3
22	13
23	66
10	52
19	98
24	65
8	31
23	21
8	65
14	50
13	18
11	37
20	26
11	21
2	87
3	94
9	64
28	3
2	28
17	10
5	30
26	32
13	78
2	50
22	77
29	27
24	39
23	3
17	65
14	8
22	26
21	92
1	58
7	22
17	53
14	61
2	9
24	46
19	48
25	80
24	45
28	18
16	20
30	52
7	95
19	40
12	11
3	65
10	29
6	57
23	21
9	15
12	13
22	20
12	59
1	35
23	9
14	90
10	76
23	16
10	3
5	94
25	90
18	85
8	95
1	51
18	61
17	49
25	80
28	36
8	70
11	93
18	26
22	58
21	27
5	23
9	32
6	94
1	25
8	38
29	70
30	38
22	8
6	7
8	5
22	25
15	64
7	4
10	51
21	90
27	38
22	5
19	79
30	89
3	79
26	74
20	18
1	82
25	49
28	12
23	29
9	79
5	5
23	34
5	95
13	83
22	87
20	100
7	89
28	72
18	66
17	67
25	59
10	59
7	87
13	12
18	11
20	12
27	24
5	74
1	19
16	2
27	95
24	74
24	41
27	3
28	93
1	92
21	21
3	58
9	25
19	78
27	10
9	53
26	85
16	56
6	82
9	64
6	62
27	11
15	85
23	12
27	86
26	28
26	58
7	16
4	57
14	20
8	34
14	3
11	50
20	26
23	19
9	10
30	78
11	34
12	85
18	91
10	5
18	27
24	54
23	47
10	88
18	79
11	93
12	91
22	91
28	76
29	57
26	41
26	6
26	99
22	75
29	64
9	58
20	44
1	84
12	72
1	59
11	92
14	84
24	45
6	2
11	87
20	6
17	47
3	4
5	56
9	86
9	9
3	61
3	6
24	46
19	15
27	31
28	60
4	43
14	40
4	76
6	5
13	4
21	47
17	48
23	37
13	73
26	75
13	50
10	77
25	61
23	51
11	52
30	5
24	66
16	38
13	21
12	26
26	45
24	82
12	78
21	24
1	16
30	83
27	82
11	63
22	5
26	32
6	27
8	50
14	83
19	37
5	32
14	30
16	37
4	19
15	34
4	17
1	44
11	69
27	62
1	18
8	48
11	74
5	89
13	18
3	13
6	78
14	19
29	72
18	22
10	74
17	36
30	7
1	92
5	7
15	58
6	23
15	76
6	79
26	70
29	39
2	54
28	77
15	26
20	32
28	90
25	54
27	46
23	7
17	39
23	42
16	88
16	1
5	11
11	83
22	79
13	65
5	40
21	61
5	93
12	64
2	48
30	10
5	34
16	33
2	28
14	68
27	89
10	33
11	50
15	82
21	39
8	17
28	91
27	95
23	68
10	16
27	31
5	11
14	40
13	88
27	69
25	85
9	74
7	12
15	84
5	7
24	43
13	52
3	99
8	15
8	59
10	36
10	6
18	5
25	93
22	63
11	46
19	21
11	67
22	98
30	77
14	24
1	27
7	3
27	76
19	47
14	50
22	23
25	32
8	51
24	71
23	36
7	11
6	39
27	40
26	79
16	92
4	38
20	32
10	98
7	60
4	92
9	78
5	15
19	94
5	84
24	29
29	32
21	74
23	67
23	10
27	80
11	2
7	70
15	8
8	91
27	63
25	27
20	1
21	100
24	57
3	9
5	1
23	75
27	15
4	39
24	42
11	77
14	39
26	28
17	65
11	65
28	57
2	19
17	84
1	50
1	5
10	77
26	2
14	84
8	97
24	44
30	44
20	85
13	65
3	81
2	35
25	61
1	88
29	47
2	1
18	64
16	9
12	63
13	95
16	30
3	19
13	33
13	92
7	97
9	81
7	42
27	21
22	9
11	32
27	32
3	6
27	38
25	38
20	77
25	97
18	27
5	31
21	29
24	80
25	34
20	1
25	79
24	76
27	86
20	94
7	92
29	15
1	65
24	32
13	40
8	51
29	94
23	29
13	58
8	47
2	20
30	66
28	25
4	36
10	5
1	78
6	80
24	28
6	99
1	89
19	90
19	57
3	23
