100
1	40
29	57
5	7
16	18
6	41
23	88
13	65
25	87
9	87
30	30
11	47
26	99
10	77
18	42
15	60
17	37
1	5
24	47
3	1
16	81
1	59
18	26
15	42
22	55
19	43
4	21
10	1
21	51
7	78
22	4
19	48
20	91
15	85
7	19
6	5
9	78
23	66
3	89
30	67
13	88
29	27
30	98
29	31
10	8
20	43
11	49
1	2
11	47
27	80
7	24
24	16
13	98
3	8
6	92
24	28
11	34
26	91
14	85
1	83
14	80
16	54
20	68
7	71
6	93
10	82
18	85
27	73
2	30
30	67
23	53
16	4
28	52
14	21
28	66
4	31
17	81
26	29
18	42
29	65
27	100
26	54
16	95
6	17
6	57
23	48
11	28
1	99
11	96
19	70
11	74
2	10
24	87
18	53
29	88
17	67
7	15
22	22
19	50
30	84
16	72
13	67
21	34
27	34
19	87
15	42
21	7
11	66
13	88
1	73
5	87
19	13
21	11
16	61
30	75
24	17
28	79
25	100
12	51
25	92
28	40
13	50
26	35
15	90
12	85
3	48
24	53
10	76
15	97
7	26
23	32
13	20
20	77
22	21
28	56
15	17
17	49
26	92
4	32
4	5
17	96
15	92
10	64
7	15
3	3
30	35
5	34
7	44
11	78
17	90
5	81
8	32
11	23
25	64
4	8
21	22
25	25
13	55
20	32
21	52
24	12
17	20
16	93
6	8
12	32
9	6
14	6
29	44
10	64
30	33
21	80
17	78
16	71
12	95
2	4
19	88
5	85
7	12
19	22
21	2
25	19
7	20
6	48
16	55
21	75
20	33
26	46
10	61
18	93
7	70
6	5
29	63
21	15
6	21
9	97
22	45
17	81
17	43
18	32
29	38
8	88
2	15
15	32
27	53
16	33
14	24
28	82
16	78
8	11
19	88
9	20
3	26
22	1
10	79
4	68
16	41
26	90
27	92
21	33
26	48
25	21
11	2
4	56
2	2
9	82
11	77
21	25
4	53
15	73
13	8
21	51
20	48
30	6
1	60
8	87
9	55
27	30
8	61
15	39
4	55
20	54
24	73
11	37
7	55
10	59
13	2
1	14
29	100
10	39
11	9
17	70
25	84
9	23
6	35
3	9
22	85
14	25
9	44
11	85
11	22
25	13
3	56
16	23
17	97
14	18
18	90
17	72
13	37
14	20
1	59
10	12
23	94
28	51
9	49
7	39
12	33
3	97
10	81
29	47
27	32
24	34
12	2
18	46
18	3
26	60
1	45
24	55
20	11
7	31
21	43
9	33
28	72
1	67
14	99
25	80
3	80
16	56
3	75
21	22
17	18
22	38
5	5
24	56
27	1
6	78
5	55
12	74
18	42
1	81
2	57
2	74
27	29
9	21
3	82
3	32
29	24
21	65
30	64
11	46
6	6
5	11
22	36
4	41
19	76
23	21
5	85
24	21
25	75
21	20
16	83
1	6
8	23
23	89
26	43
25	2
18	61
4	12
7	47
2	25
25	25
15	59
11	91
21	77
17	23
16	72
18	98
29	15
20	51
24	58
23	90
9	93
30	74
26	98
10	7
15	46
21	19
24	43
21	86
20	77
9	15
30	66
5	81
12	36
11	35
23	76
6	3
20	26
26	75
25	48
3	49
23	16
30	49
8	80
14	77
19	42
24	60
9	8
30	91
13	71
17	88
28	53
20	17
20	66
23	4
13	75
23	5
10	72
5	48
3	39
6	11
2	19
23	91
18	62
23	73
2	9
20	29
1	49
7	42
16	39
26	78
16	50
25	55
23	91
4	75
9	82
8	13
22	60
5	82
21	87
24	5
5	65
5	8
5	82
1	31
2	46
10	37
27	46
4	19
17	49
6	65
22	83
19	34
4	83
15	66
19	20
30	16
4	7
5	48
30	75
20	11
23	90
10	19
17	95
30	23
25	35
20	77
9	68
30	62
23	24
19	71
13	1
18	78
7	12
15	46
19	7
28	11
26	7
21	34
3	70
7	48
24	96
14	24
25	33
5	17
18	16
28	50
26	77
7	22
21	3
7	79
9	74
19	56
3	69
30	85
21	98
2	46
23	55
30	7
19	6
4	46
11	63
27	36
21	73
7	31
8	75
19	88
1	49
26	33
30	37
29	60
14	1
25	26
7	26
14	46
12	59
1	52
23	38
20	64
22	48
16	41
23	55
29	75
25	76
17	24
2	27
5	45
7	92
12	86
7	57
1	48
26	73
2	40
20	91
15	24
8	1
24	12
27	44
6	61
29	44
7	82
21	71
6	49
24	99
16	31
26	16
10	23
9	33
14	50
23	69
23	13
29	89
6	27
14	14
7	3
9	75
4	31
8	62
10	11
2	65
23	19
3	75
1	73
27	7
22	82
5	47
26	95
7	21
11	70
4	59
24	43
14	60
3	31
13	4
21	84
21	86
3	5
30	95
17	66
1	50
29	75
6	44
21	34
25	41
24	50
10	79
24	85
28	69
5	10
14	7
24	96
22	48
10	3
12	76
1	95
18	19
9	73
23	42
19	79
22	62
20	33
20	76
7	30
24	31
19	67
20	84
3	33
13	14
16	25
22	56
29	19
6	39
23	40
20	1
28	14
14	50
26	6
15	15
5	68
27	25
6	86
19	100
11	43
4	6
17	7
3	37
25	90
28	67
20	59
28	47
12	81
18	70
6	72
16	72
1	32
17	77
20	57
28	40
19	93
25	18
9	9
26	23
18	33
20	27
2	9
16	15
11	73
26	27
27	71
10	87
23	98
25	72
14	95
3	5
7	59
14	38
7	79
2	16
24	53
15	7
21	20
21	2
24	9
10	40
19	81
9	33
29	93
6	84
17	18
20	26
26	13
15	94
12	26
10	7
21	4
13	91
15	33
4	70
11	75
12	72
16	40
24	34
14	60
9	23
29	9
30	5
1	14
18	64
21	59
30	21
4	82
14	40
7	7
10	59
22	23
30	89
24	86
4	97
7	42
21	25
10	70
21	23
3	79
6	26
27	8
26	3
9	9
2	7
26	51
16	49
15	47
29	38
22	62
7	80
13	57
25	5
17	37
17	61
15	12
26	4
19	84
26	60
22	47
26	59
30	83
9	74
10	47
14	13
30	50
5	63
16	1
19	84
27	45
27	4
18	34
7	79
27	64
18	9
12	55
19	63
8	78
9	19
26	52
23	36
11	27
30	58
17	68
4	16
22	90
9	71
13	25
29	92
30	38
12	53
5	70
6	82
19	4
12	75
5	86
10	7
15	59
24	43
18	9
28	41
18	76
1	73
12	12
24	91
29	67
6	93
26	11
6	87
24	29
21	20
5	22
18	31
22	93
3	9
22	31
1	51
6	11
23	10
14	38
12	75
4	47
29	92
27	45
28	22
5	38
23	91
1	70
11	42
5	94
30	16
14	50
26	81
