100
22	71
18	90
24	10
23	24
29	52
14	34
10	74
15	74
5	76
10	22
3	5
28	62
2	10
11	75
2	12
17	15
12	14
14	47
24	19
11	34
12	96
7	41
1	12
27	56
27	98
9	60
2	7
23	46
16	83
12	70
4	88
16	27
1	40
4	76
20	96
29	31
21	28
13	11
19	41
26	77
29	95
28	92
3	60
17	68
22	60
19	35
17	25
24	100
26	87
17	77
2	88
29	24
5	33
4	53
4	52
21	64
18	69
15	50
30	44
29	22
13	10
8	2
14	21
23	1
19	79
29	92
16	87
25	80
21	1
4	96
12	17
9	49
5	66
10	64
9	18
17	63
17	97
4	12
9	16
14	28
27	44
1	64
22	86
24	53
16	79
28	89
5	7
9	31
22	38
27	32
17	35
4	86
21	10
9	52
17	65
11	23
18	1
17	90
6	82
14	23
12	41
1	59
9	51
9	22
10	87
13	99
2	99
14	4
8	84
5	36
28	85
29	56
26	97
17	23
30	90
6	93
2	8
11	81
21	92
24	50
8	7
18	99
7	83
15	16
7	9
21	14
26	61
11	31
9	69
13	90
10	50
3	92
30	33
22	20
24	25
11	2
13	69
2	91
21	6
16	69
27	9
23	12
1	55
12	30
14	46
9	85
18	1
26	57
16	99
28	9
16	48
2	10
6	14
1	19
11	58
7	37
28	21
28	39
8	41
30	3
17	90
27	86
3	63
12	80
1	21
18	88
8	50
28	36
15	50
16	85
27	92
2	77
5	69
7	92
22	86
24	48
27	80
25	21
12	78
30	55
28	40
12	17
29	39
2	55
28	57
29	47
1	12
3	65
13	89
8	94
6	1
3	4
20	77
7	74
24	76
20	51
15	21
17	55
2	71
1	51
27	100
29	79
21	71
15	95
1	2
28	88
22	80
14	34
26	20
27	61
17	86
1	14
8	30
28	21
20	81
22	78
20	20
27	42
13	51
27	5
3	76
25	6
16	88
19	63
19	97
14	5
14	86
28	92
7	38
22	66
8	35
4	49
25	52
12	49
24	30
3	6
16	97
4	13
26	2
17	94
29	2
11	84
28	20
25	54
17	39
22	26
13	67
26	79
8	68
27	23
7	32
11	2
10	44
6	16
5	93
11	95
14	63
21	81
13	57
7	39
15	58
7	20
6	42
10	93
9	29
5	58
12	95
21	91
20	77
18	87
19	71
11	14
3	63
5	15
30	33
6	14
22	22
25	17
5	35
1	76
25	27
13	26
4	43
26	63
21	26
9	91
26	82
25	28
4	51
13	15
23	48
9	76
21	65
24	35
21	4
30	65
12	94
20	7
7	58
