100
11	100
8	40
30	64
23	95
14	48
22	63
13	91
3	92
18	16
12	58
5	92
8	52
22	22
18	41
25	31
9	26
2	17
17	3
22	40
27	5
9	81
19	22
1	63
23	80
28	86
27	5
7	84
18	60
28	45
10	12
18	51
27	61
19	6
4	50
15	12
6	35
2	76
6	15
20	69
4	19
16	83
3	83
18	31
4	75
17	94
7	54
24	75
15	14
30	78
13	76
9	20
21	33
25	18
27	36
8	92
14	44
14	29
16	92
21	19
8	37
24	56
11	59
1	5
12	62
4	86
20	74
25	52
6	51
19	4
16	7
16	40
20	21
8	27
14	78
7	82
26	61
27	56
1	19
22	43
3	97
20	22
21	85
23	28
25	41
4	73
29	31
24	48
1	31
14	15
20	23
28	25
13	36
13	5
5	44
9	87
21	79
20	63
13	84
12	49
14	25
